,continent,country,year,age,suicides_no,population,gdp_per_capita ($),s_rate
409,S. america,Argentina,2004,25-34 years,544,5870709,4683,9.27
410,S. america,Argentina,2004,35-54 years,784,8734919,4683,8.98
411,S. america,Argentina,2004,5-14 years,68,6946305,4683,0.98
412,S. america,Argentina,2004,55-74 years,636,5355383,4683,11.88
413,S. america,Argentina,2004,75+ years,277,1667057,4683,16.62
414,S. america,Argentina,2005,15-24 years,786,6603882,5590,11.9
415,S. america,Argentina,2005,25-34 years,555,6016367,5590,9.22
416,S. america,Argentina,2005,35-54 years,710,8837240,5590,8.03
417,S. america,Argentina,2005,5-14 years,73,6942657,5590,1.05
418,S. america,Argentina,2005,55-74 years,650,5448271,5590,11.93
419,S. america,Argentina,2005,75+ years,284,1702200,5590,16.68
420,S. america,Argentina,2006,15-24 years,831,6629127,6475,12.54
421,S. america,Argentina,2006,25-34 years,588,6139410,6475,9.58
422,S. america,Argentina,2006,35-54 years,745,8933201,6475,8.34
423,S. america,Argentina,2006,5-14 years,65,6939495,6475,0.94
424,S. america,Argentina,2006,55-74 years,602,5524666,6475,10.9
425,S. america,Argentina,2006,75+ years,277,1752987,6475,15.8
426,S. america,Argentina,2007,15-24 years,723,6673961,7918,10.83
427,S. america,Argentina,2007,25-34 years,616,6245484,7918,9.86
428,S. america,Argentina,2007,35-54 years,726,9038415,7918,8.03
429,S. america,Argentina,2007,5-14 years,79,6945081,7918,1.14
430,S. america,Argentina,2007,55-74 years,546,5615762,7918,9.72
431,S. america,Argentina,2007,75+ years,256,1796789,7918,14.25
432,S. america,Argentina,2008,15-24 years,805,6729129,9843,11.96
433,S. america,Argentina,2008,25-34 years,625,6332710,9843,9.87
434,S. america,Argentina,2008,35-54 years,755,9156694,9843,8.25
435,S. america,Argentina,2008,5-14 years,59,6961373,9843,0.85
436,S. america,Argentina,2008,55-74 years,571,5719413,9843,9.98
437,S. america,Argentina,2008,75+ years,244,1834201,9843,13.3
438,S. america,Argentina,2009,15-24 years,773,6778650,8961,11.4
439,S. america,Argentina,2009,25-34 years,609,6400017,8961,9.52
440,S. america,Argentina,2009,35-54 years,692,9293459,8961,7.45
441,S. america,Argentina,2009,5-14 years,62,6988038,8961,0.89
442,S. america,Argentina,2009,55-74 years,546,5832417,8961,9.36
443,S. america,Argentina,2009,75+ years,202,1865420,8961,10.83
444,S. america,Argentina,2010,15-24 years,833,6813230,11273,12.23
445,S. america,Argentina,2010,25-34 years,586,6448204,11273,9.09
446,S. america,Argentina,2010,35-54 years,735,9452098,11273,7.78
447,S. america,Argentina,2010,5-14 years,53,7020735,11273,0.75
448,S. america,Argentina,2010,55-74 years,496,5952909,11273,8.33
449,S. america,Argentina,2010,75+ years,240,1891278,11273,12.69
450,S. america,Argentina,2011,15-24 years,865,6843810,13946,12.64
451,S. america,Argentina,2011,25-34 years,612,6483578,13946,9.44
452,S. america,Argentina,2011,35-54 years,661,9631610,13946,6.86
453,S. america,Argentina,2011,5-14 years,57,7064554,13946,0.81
454,S. america,Argentina,2011,55-74 years,509,6057328,13946,8.4
455,S. america,Argentina,2011,75+ years,208,1934859,13946,10.75
456,S. america,Argentina,2012,15-24 years,949,6861672,14203,13.83
457,S. america,Argentina,2012,25-34 years,718,6496554,14203,11.05
458,S. america,Argentina,2012,35-54 years,718,9834195,14203,7.3
459,S. america,Argentina,2012,5-14 years,46,7109825,14203,0.65
460,S. america,Argentina,2012,55-74 years,559,6168246,14203,9.06
461,S. america,Argentina,2012,75+ years,258,1971286,14203,13.09
462,S. america,Argentina,2013,15-24 years,863,6871303,14206,12.56
463,S. america,Argentina,2013,25-34 years,601,6497837,14206,9.25
464,S. america,Argentina,2013,35-54 years,761,10050017,14206,7.57
465,S. america,Argentina,2013,5-14 years,65,7152768,14206,0.91
466,S. america,Argentina,2013,55-74 years,500,6284802,14206,7.96
467,S. america,Argentina,2013,75+ years,197,2002398,14206,9.84
468,S. america,Argentina,2014,15-24 years,942,6880778,13400,13.69
469,S. america,Argentina,2014,25-34 years,649,6504194,13400,9.98
470,S. america,Argentina,2014,35-54 years,840,10264496,13400,8.18
471,S. america,Argentina,2014,5-14 years,69,7189926,13400,0.96
472,S. america,Argentina,2014,55-74 years,514,6406610,13400,8.02
473,S. america,Argentina,2014,75+ years,217,2030551,13400,10.69
474,S. america,Argentina,2015,15-24 years,809,6894781,14981,11.73
475,S. america,Argentina,2015,25-34 years,579,6525509,14981,8.87
476,S. america,Argentina,2015,35-54 years,799,10467547,14981,7.63
477,S. america,Argentina,2015,5-14 years,58,7221374,14981,0.8
478,S. america,Argentina,2015,55-74 years,556,6532742,14981,8.51
479,S. america,Argentina,2015,75+ years,272,2057671,14981,13.22
480,Europe,Armenia,1990,15-24 years,13,531000,756,2.45
481,Europe,Armenia,1990,25-34 years,20,627800,756,3.19
482,Europe,Armenia,1990,35-54 years,40,690700,756,5.79
483,Europe,Armenia,1990,5-14 years,0,650500,756,0.0
484,Europe,Armenia,1990,55-74 years,17,407900,756,4.17
485,Europe,Armenia,1990,75+ years,3,75800,756,3.96
486,Europe,Armenia,1991,15-24 years,6,581700,640,1.03
487,Europe,Armenia,1991,25-34 years,24,655900,640,3.66
488,Europe,Armenia,1991,35-54 years,23,744800,640,3.09
489,Europe,Armenia,1991,5-14 years,0,715700,640,0.0
490,Europe,Armenia,1991,55-74 years,20,451000,640,4.43
491,Europe,Armenia,1991,75+ years,7,81700,640,8.57
492,Europe,Armenia,1992,15-24 years,10,590400,385,1.69
493,Europe,Armenia,1992,25-34 years,15,653500,385,2.3
494,Europe,Armenia,1992,35-54 years,28,771200,385,3.63
495,Europe,Armenia,1992,5-14 years,0,733500,385,0.0
496,Europe,Armenia,1992,55-74 years,25,478500,385,5.22
497,Europe,Armenia,1992,75+ years,5,81600,385,6.13
498,Europe,Armenia,1993,15-24 years,10,598700,357,1.67
499,Europe,Armenia,1993,25-34 years,23,641500,357,3.59
500,Europe,Armenia,1993,35-54 years,31,795900,357,3.89
501,Europe,Armenia,1993,5-14 years,0,746500,357,0.0
502,Europe,Armenia,1993,55-74 years,34,502500,357,6.77
503,Europe,Armenia,1993,75+ years,8,81500,357,9.82
504,Europe,Armenia,1994,15-24 years,10,605900,387,1.65
505,Europe,Armenia,1994,25-34 years,11,623200,387,1.77
506,Europe,Armenia,1994,35-54 years,38,819600,387,4.64
507,Europe,Armenia,1994,5-14 years,3,752400,387,0.4
508,Europe,Armenia,1994,55-74 years,38,521500,387,7.29
509,Europe,Armenia,1994,75+ years,12,79900,387,15.02
510,Europe,Armenia,1995,15-24 years,13,616800,426,2.11
511,Europe,Armenia,1995,25-34 years,32,602800,426,5.31
512,Europe,Armenia,1995,35-54 years,40,848800,426,4.71
513,Europe,Armenia,1995,5-14 years,1,757900,426,0.13
514,Europe,Armenia,1995,55-74 years,40,537500,426,7.44
515,Europe,Armenia,1995,75+ years,4,79400,426,5.04
516,Europe,Armenia,1996,15-24 years,5,630200,458,0.79
517,Europe,Armenia,1996,25-34 years,16,585800,458,2.73
518,Europe,Armenia,1996,35-54 years,31,881000,458,3.52
519,Europe,Armenia,1996,5-14 years,2,762200,458,0.26
520,Europe,Armenia,1996,55-74 years,30,548100,458,5.47
521,Europe,Armenia,1996,75+ years,3,79000,458,3.8
522,Europe,Armenia,1997,15-24 years,4,643800,465,0.62
523,Europe,Armenia,1997,25-34 years,10,576200,465,1.74
524,Europe,Armenia,1997,35-54 years,29,915900,465,3.17
525,Europe,Armenia,1997,5-14 years,1,760300,465,0.13
526,Europe,Armenia,1997,55-74 years,29,550600,465,5.27
527,Europe,Armenia,1997,75+ years,4,79900,465,5.01
528,Europe,Armenia,1998,15-24 years,4,657400,532,0.61
529,Europe,Armenia,1998,25-34 years,7,569500,532,1.23
530,Europe,Armenia,1998,35-54 years,29,954800,532,3.04
531,Europe,Armenia,1998,5-14 years,1,748300,532,0.13
532,Europe,Armenia,1998,55-74 years,22,545300,532,4.03
533,Europe,Armenia,1998,75+ years,3,82700,532,3.63
534,Europe,Armenia,1999,15-24 years,6,673700,515,0.89
535,Europe,Armenia,1999,25-34 years,8,564100,515,1.42
536,Europe,Armenia,1999,35-54 years,26,995000,515,2.61
537,Europe,Armenia,1999,5-14 years,0,723900,515,0.0
538,Europe,Armenia,1999,55-74 years,24,534900,515,4.49
539,Europe,Armenia,1999,75+ years,3,89100,515,3.37
540,Europe,Armenia,2000,15-24 years,6,699100,530,0.86
541,Europe,Armenia,2000,25-34 years,9,563700,530,1.6
542,Europe,Armenia,2000,35-54 years,19,1036400,530,1.83
543,Europe,Armenia,2000,5-14 years,0,676200,530,0.0
544,Europe,Armenia,2000,55-74 years,18,527000,530,3.42
545,Europe,Armenia,2000,75+ years,9,104100,530,8.65
546,Europe,Armenia,2001,15-24 years,4,707716,587,0.57
547,Europe,Armenia,2001,25-34 years,3,564299,587,0.53
548,Europe,Armenia,2001,35-54 years,22,1057548,587,2.08
549,Europe,Armenia,2001,5-14 years,3,657274,587,0.46
550,Europe,Armenia,2001,55-74 years,21,517206,587,4.06
551,Europe,Armenia,2001,75+ years,7,106473,587,6.57
552,Europe,Armenia,2002,15-24 years,6,588089,788,1.02
553,Europe,Armenia,2002,25-34 years,13,429346,788,3.03
554,Europe,Armenia,2002,35-54 years,28,888456,788,3.15
555,Europe,Armenia,2002,5-14 years,1,572952,788,0.17
556,Europe,Armenia,2002,55-74 years,22,448381,788,4.91
557,Europe,Armenia,2002,75+ years,4,87620,788,4.57
558,Europe,Armenia,2003,15-24 years,1,600982,928,0.17
559,Europe,Armenia,2003,25-34 years,10,436028,928,2.29
560,Europe,Armenia,2003,35-54 years,24,896960,928,2.68
561,Europe,Armenia,2003,5-14 years,1,550892,928,0.18
562,Europe,Armenia,2003,55-74 years,17,444074,928,3.83
563,Europe,Armenia,2003,75+ years,6,95430,928,6.29
564,Europe,Armenia,2006,15-24 years,10,567093,2310,1.76
565,Europe,Armenia,2006,25-34 years,8,404266,2310,1.98
566,Europe,Armenia,2006,35-54 years,22,817823,2310,2.69
567,Europe,Armenia,2006,5-14 years,1,425136,2310,0.24
568,Europe,Armenia,2006,55-74 years,29,423271,2310,6.85
569,Europe,Armenia,2006,75+ years,8,126807,2310,6.31
570,Europe,Armenia,2007,15-24 years,10,560698,3366,1.78
571,Europe,Armenia,2007,25-34 years,4,411705,3366,0.97
572,Europe,Armenia,2007,35-54 years,27,807006,3366,3.35
573,Europe,Armenia,2007,5-14 years,1,401110,3366,0.25
574,Europe,Armenia,2007,55-74 years,21,426288,3366,4.93
575,Europe,Armenia,2007,75+ years,8,128506,3366,6.23
576,Europe,Armenia,2008,15-24 years,4,626803,3829,0.64
577,Europe,Armenia,2008,25-34 years,6,504918,3829,1.19
578,Europe,Armenia,2008,35-54 years,21,907150,3829,2.31
579,Europe,Armenia,2008,5-14 years,2,418961,3829,0.48
580,Europe,Armenia,2008,55-74 years,23,459242,3829,5.01
581,Europe,Armenia,2008,75+ years,7,128317,3829,5.46
582,Europe,Armenia,2009,15-24 years,6,538307,3215,1.11
583,Europe,Armenia,2009,25-34 years,4,429228,3215,0.93
584,Europe,Armenia,2009,35-54 years,20,785084,3215,2.55
585,Europe,Armenia,2009,5-14 years,0,368190,3215,0.0
586,Europe,Armenia,2009,55-74 years,14,438399,3215,3.19
587,Europe,Armenia,2009,75+ years,9,130487,3215,6.9
588,Europe,Armenia,2010,15-24 years,10,522879,3460,1.91
589,Europe,Armenia,2010,25-34 years,11,439787,3460,2.5
590,Europe,Armenia,2010,35-54 years,20,774310,3460,2.58
591,Europe,Armenia,2010,5-14 years,4,358864,3460,1.11
592,Europe,Armenia,2010,55-74 years,20,446282,3460,4.48
593,Europe,Armenia,2010,75+ years,8,134103,3460,5.97
594,Europe,Armenia,2011,15-24 years,11,505050,3798,2.18
595,Europe,Armenia,2011,25-34 years,8,454826,3798,1.76
596,Europe,Armenia,2011,35-54 years,26,763378,3798,3.41
597,Europe,Armenia,2011,5-14 years,0,353381,3798,0.0
598,Europe,Armenia,2011,55-74 years,14,451523,3798,3.1
599,Europe,Armenia,2011,75+ years,8,142208,3798,5.63
600,Europe,Armenia,2012,15-24 years,7,510207,3773,1.37
601,Europe,Armenia,2012,25-34 years,15,505211,3773,2.97
602,Europe,Armenia,2012,35-54 years,33,805696,3773,4.1
603,Europe,Armenia,2012,5-14 years,1,359475,3773,0.28
604,Europe,Armenia,2012,55-74 years,15,485876,3773,3.09
605,Europe,Armenia,2012,75+ years,8,147835,3773,5.41
606,Europe,Armenia,2013,15-24 years,3,486073,3957,0.62
607,Europe,Armenia,2013,25-34 years,9,516103,3957,1.74
608,Europe,Armenia,2013,35-54 years,19,794281,3957,2.39
609,Europe,Armenia,2013,5-14 years,1,361845,3957,0.28
610,Europe,Armenia,2013,55-74 years,22,498629,3957,4.41
611,Europe,Armenia,2013,75+ years,13,153733,3957,8.46
612,Europe,Armenia,2014,15-24 years,5,458655,4142,1.09
613,Europe,Armenia,2014,25-34 years,6,523398,4142,1.15
614,Europe,Armenia,2014,35-54 years,15,781191,4142,1.92
615,Europe,Armenia,2014,5-14 years,1,368307,4142,0.27
616,Europe,Armenia,2014,55-74 years,16,513252,4142,3.12
617,Europe,Armenia,2014,75+ years,15,158226,4142,9.48
618,Europe,Armenia,2015,15-24 years,5,428886,3775,1.17
619,Europe,Armenia,2015,25-34 years,12,529648,3775,2.27
620,Europe,Armenia,2015,35-54 years,19,769075,3775,2.47
621,Europe,Armenia,2015,5-14 years,0,376468,3775,0.0
622,Europe,Armenia,2015,55-74 years,21,529149,3775,3.97
623,Europe,Armenia,2015,75+ years,17,162109,3775,10.49
624,Europe,Armenia,2016,15-24 years,6,397642,3788,1.51
625,Europe,Armenia,2016,25-34 years,6,533117,3788,1.13
626,Europe,Armenia,2016,35-54 years,19,758742,3788,2.5
627,Europe,Armenia,2016,55-74 years,22,546162,3788,4.03
628,Europe,Armenia,2016,75+ years,14,164370,3788,8.52
629,S. america,Aruba,1995,15-24 years,0,10365,17949,0.0
630,S. america,Aruba,1995,25-34 years,4,14959,17949,26.74
631,S. america,Aruba,1995,35-54 years,1,24286,17949,4.12
632,S. america,Aruba,1995,5-14 years,0,12069,17949,0.0
633,S. america,Aruba,1995,55-74 years,1,9718,17949,10.29
634,S. america,Aruba,1995,75+ years,2,2184,17949,91.58
635,S. america,Aruba,1999,15-24 years,2,10991,21027,18.2
636,S. america,Aruba,1999,25-34 years,4,14442,21027,27.7
637,S. america,Aruba,1999,35-54 years,3,28758,21027,10.43
638,S. america,Aruba,1999,5-14 years,0,13707,21027,0.0
639,S. america,Aruba,1999,55-74 years,0,11587,21027,0.0
640,S. america,Aruba,1999,75+ years,0,2449,21027,0.0
641,S. america,Aruba,2000,15-24 years,0,11189,22333,0.0
642,S. america,Aruba,2000,25-34 years,3,14175,22333,21.16
643,S. america,Aruba,2000,35-54 years,4,29852,22333,13.4
644,S. america,Aruba,2000,5-14 years,0,14085,22333,0.0
645,S. america,Aruba,2000,55-74 years,0,12099,22333,0.0
646,S. america,Aruba,2000,75+ years,3,2488,22333,120.58
647,S. america,Aruba,2001,15-24 years,0,11609,22317,0.0
648,S. america,Aruba,2001,25-34 years,0,13928,22317,0.0
649,S. america,Aruba,2001,35-54 years,4,30873,22317,12.96
650,S. america,Aruba,2001,5-14 years,0,14444,22317,0.0
651,S. america,Aruba,2001,55-74 years,0,12639,22317,0.0
652,S. america,Aruba,2001,75+ years,0,2552,22317,0.0
653,S. america,Aruba,2002,15-24 years,1,12089,21987,8.27
654,S. america,Aruba,2002,25-34 years,2,13692,21987,14.61
655,S. america,Aruba,2002,35-54 years,2,31864,21987,6.28
656,S. america,Aruba,2002,5-14 years,0,14780,21987,0.0
657,S. america,Aruba,2002,55-74 years,4,13244,21987,30.2
658,S. america,Aruba,2002,75+ years,0,2615,21987,0.0
659,S. america,Aruba,2003,15-24 years,0,12588,22345,0.0
660,S. america,Aruba,2003,25-34 years,0,13472,22345,0.0
661,S. america,Aruba,2003,35-54 years,2,32777,22345,6.1
662,S. america,Aruba,2003,5-14 years,0,15052,22345,0.0
663,S. america,Aruba,2003,55-74 years,0,13881,22345,0.0
664,S. america,Aruba,2003,75+ years,0,2687,22345,0.0
665,S. america,Aruba,2004,15-24 years,1,13045,24133,7.67
666,S. america,Aruba,2004,25-34 years,1,13266,24133,7.54
667,S. america,Aruba,2004,35-54 years,2,33553,24133,5.96
668,S. america,Aruba,2004,5-14 years,0,15197,24133,0.0
669,S. america,Aruba,2004,55-74 years,3,14522,24133,20.66
670,S. america,Aruba,2004,75+ years,1,2752,24133,36.34
671,S. america,Aruba,2005,15-24 years,1,13419,24870,7.45
672,S. america,Aruba,2005,25-34 years,1,13055,24870,7.66
673,S. america,Aruba,2005,35-54 years,5,34128,24870,14.65
674,S. america,Aruba,2005,5-14 years,0,15181,24870,0.0
675,S. america,Aruba,2005,55-74 years,3,15126,24870,19.83
676,S. america,Aruba,2005,75+ years,0,2819,24870,0.0
677,S. america,Aruba,2006,15-24 years,0,13255,25622,0.0
678,S. america,Aruba,2006,25-34 years,4,12922,25622,30.95
679,S. america,Aruba,2006,35-54 years,5,34383,25622,14.54
680,S. america,Aruba,2006,5-14 years,0,15082,25622,0.0
681,S. america,Aruba,2006,55-74 years,0,15869,25622,0.0
682,S. america,Aruba,2006,75+ years,0,2997,25622,0.0
683,S. america,Aruba,2007,15-24 years,1,12988,27672,7.7
684,S. america,Aruba,2007,25-34 years,2,12782,27672,15.65
685,S. america,Aruba,2007,35-54 years,3,34353,27672,8.73
686,S. america,Aruba,2007,5-14 years,0,14928,27672,0.0
687,S. america,Aruba,2007,55-74 years,2,16593,27672,12.05
688,S. america,Aruba,2007,75+ years,0,3170,27672,0.0
689,S. america,Aruba,2008,15-24 years,0,12720,29447,0.0
690,S. america,Aruba,2008,25-34 years,1,12606,29447,7.93
691,S. america,Aruba,2008,35-54 years,2,34103,29447,5.86
692,S. america,Aruba,2008,5-14 years,0,14745,29447,0.0
693,S. america,Aruba,2008,55-74 years,1,17300,29447,5.78
694,S. america,Aruba,2008,75+ years,0,3340,29447,0.0
695,S. america,Aruba,2009,15-24 years,0,12532,26361,0.0
696,S. america,Aruba,2009,25-34 years,1,12375,26361,8.08
697,S. america,Aruba,2009,35-54 years,2,33737,26361,5.93
698,S. america,Aruba,2009,5-14 years,0,14598,26361,0.0
699,S. america,Aruba,2009,55-74 years,1,18035,26361,5.54
700,S. america,Aruba,2009,75+ years,0,3518,26361,0.0
701,S. america,Aruba,2010,15-24 years,0,12468,25974,0.0
702,S. america,Aruba,2010,25-34 years,0,12056,25974,0.0
703,S. america,Aruba,2010,35-54 years,4,33369,25974,11.99
704,S. america,Aruba,2010,5-14 years,0,14562,25974,0.0
705,S. america,Aruba,2010,55-74 years,3,18846,25974,15.92
706,S. america,Aruba,2010,75+ years,0,3705,25974,0.0
707,S. america,Aruba,2011,15-24 years,1,12978,27066,7.71
708,S. america,Aruba,2011,25-34 years,1,11704,27066,8.54
709,S. america,Aruba,2011,35-54 years,3,33079,27066,9.07
710,S. america,Aruba,2011,5-14 years,0,14388,27066,0.0
711,S. america,Aruba,2011,55-74 years,4,19476,27066,20.54
712,S. america,Aruba,2011,75+ years,0,3863,27066,0.0
713,Oceania,Australia,1985,15-24 years,384,2659800,12374,14.44
714,Oceania,Australia,1985,25-34 years,421,2575000,12374,16.35
715,Oceania,Australia,1985,35-54 years,554,3739500,12374,14.81
716,Oceania,Australia,1985,5-14 years,8,2522000,12374,0.32
717,Oceania,Australia,1985,55-74 years,391,2464300,12374,15.87
718,Oceania,Australia,1985,75+ years,103,601900,12374,17.11
719,Oceania,Australia,1986,15-24 years,373,2684000,12288,13.9
720,Oceania,Australia,1986,25-34 years,455,2617700,12288,17.38
721,Oceania,Australia,1986,35-54 years,656,3860100,12288,16.99
722,Oceania,Australia,1986,5-14 years,19,2491000,12288,0.76
723,Oceania,Australia,1986,55-74 years,429,2518300,12288,17.04
724,Oceania,Australia,1986,75+ years,112,638700,12288,17.54
725,Oceania,Australia,1987,15-24 years,427,2713600,12564,15.74
726,Oceania,Australia,1987,25-34 years,444,2673600,12564,16.61
727,Oceania,Australia,1987,35-54 years,699,3981500,12564,17.56
728,Oceania,Australia,1987,5-14 years,7,2466200,12564,0.28
729,Oceania,Australia,1987,55-74 years,438,2545600,12564,17.21
730,Oceania,Australia,1987,75+ years,149,666000,12564,22.37
731,Oceania,Australia,1988,15-24 years,419,2736100,15393,15.31
732,Oceania,Australia,1988,25-34 years,504,2729800,15393,18.46
733,Oceania,Australia,1988,35-54 years,689,4116100,15393,16.74
734,Oceania,Australia,1988,5-14 years,7,2464700,15393,0.28
735,Oceania,Australia,1988,55-74 years,420,2570900,15393,16.34
736,Oceania,Australia,1988,75+ years,133,694500,15393,19.15
737,Oceania,Australia,1989,15-24 years,404,2749000,19223,14.7
738,Oceania,Australia,1989,25-34 years,493,2782800,19223,17.72
739,Oceania,Australia,1989,35-54 years,605,4243600,19223,14.26
740,Oceania,Australia,1989,5-14 years,9,2481100,19223,0.36
741,Oceania,Australia,1989,55-74 years,433,2595400,19223,16.68
742,Oceania,Australia,1989,75+ years,122,718700,19223,16.98
743,Oceania,Australia,1990,15-24 years,438,2760700,19665,15.87
744,Oceania,Australia,1990,25-34 years,527,2816200,19665,18.71
745,Oceania,Australia,1990,35-54 years,685,4375400,19665,15.66
746,Oceania,Australia,1990,5-14 years,5,2496800,19665,0.2
